county,precinct,OMALLEY,SANDERS,CLINTON,FUENTE,UNCOMMITTED,TOTAL
21227,F102,5,87,63,1,12,168
21227,F103,5,71,43,1,8,128
21227,F104,0,107,97,0,15,219
21227,F105,1,72,62,0,6,141
21227,F106,3,81,45,0,9,138
21227,F107,2,47,58,0,9,116
21227,F108,4,77,88,0,12,181
21227,F109,0,36,28,2,2,68
21227,F110,1,50,32,0,8,91
21227,F111,0,27,23,0,2,52
21227,F112,1,23,16,0,4,44
21227,F113,2,70,74,0,9,155
21227,F114,0,46,58,0,2,106
21227,F115,0,40,25,0,0,65
21227,F116,0,0,0,0,0,0
21227,F117,0,10,5,0,0,15
21227,F118,2,46,54,0,9,111
21229,A101,0,25,35,1,2,63
21229,A102,0,35,12,0,3,50
21229,A103,0,9,12,0,2,23
21229,B101,3,25,20,0,4,52
21229,B102,1,63,46,0,7,117
21229,C101,0,26,14,0,9,49
21229,C102,0,40,25,2,6,73
21229,C103,0,30,22,1,5,58
21229,D101,1,37,57,0,4,99
21229,D102,2,36,68,0,2,108
21229,E101,1,28,39,0,2,70
21229,E102,2,76,87,2,6,173
21229,F101,1,60,38,1,10,110
21229,F102,2,74,91,1,9,177
21231,A101,0,6,24,0,2,32
21231,A102,0,9,21,0,0,30
21231,A103,0,18,33,0,1,52
21231,A106,1,5,31,0,1,38
21231,A107,0,15,19,0,0,34
21231,B101,0,28,35,2,4,69
21231,B102,0,17,13,0,1,31
21231,B103,0,28,12,1,1,42
21231,B106,0,16,5,1,1,23
21231,B109,1,11,12,0,3,27
21231,D104,1,17,21,0,0,39
21231,D105,0,9,19,0,0,28
21231,D106,1,17,25,2,1,46
21231,D107,0,5,14,1,0,20
21231,D110,1,21,41,0,1,64
21231,G101,2,47,57,0,1,107
21231,G103,0,6,16,0,1,23
21231,G104,2,38,31,0,2,73
21231,G106,1,28,48,0,2,79
21233,A101,9,136,63,2,58,268
21233,A102,3,74,28,2,36,143
21233,A103,5,107,41,1,66,220
21233,A104,5,68,17,3,39,132
21233,A105,4,43,26,2,21,96
21233,B101,3,53,31,0,18,105
21233,B102,6,106,61,1,43,217
21233,B103,6,80,43,1,21,151
21233,B104,3,61,31,0,19,114
21233,B105,9,82,60,1,41,193
21233,C101,6,104,109,0,29,248
21233,C102,0,66,32,1,19,118
21233,C103,0,77,67,2,23,169
21233,C104,3,83,45,0,23,154
21235,A101,0,6,1,0,0,7
21235,A103,0,17,10,0,4,31
21235,A104,0,6,11,0,1,18
21235,A105,0,4,1,0,2,7
21235,A106,0,11,23,0,1,35
21235,A107,1,12,14,0,1,28
21235,A109,0,16,26,0,2,44
21235,A111,0,7,6,0,0,13
21235,B101,0,29,52,0,2,83
21235,B102,0,8,4,0,0,12
21235,B104,0,7,11,0,1,19
21235,B105,0,26,28,0,1,55
21235,B106,3,31,30,0,3,67
21235,B107,0,20,32,0,3,55
21235,B108,0,5,10,1,0,16
21235,B109,0,5,12,0,1,18
21235,B110,0,23,30,0,3,56
21235,C101,0,1,2,0,0,3
21235,C102,1,2,5,0,1,9
21235,C103,0,0,1,0,1,2
21235,C104,3,4,11,1,0,19
21235,C105,0,2,4,0,1,7
21235,C106,0,3,4,0,1,8
21235,C107,0,8,10,0,1,19
21235,C108,1,5,4,0,0,10
21235,C109,0,6,14,0,0,20
21235,C110,0,2,5,0,0,7
21235,C111,0,11,8,0,1,20
21235,C112,0,4,3,0,3,10
21235,C113,0,3,5,0,0,8
21235,C114,0,7,2,0,1,10
21235,D101,0,12,13,0,1,26
21235,D102,1,20,27,0,3,51
21235,D104,0,26,27,0,3,56
21235,D105,0,15,13,0,2,30
21235,D106,1,22,35,1,1,60
21239,A101,2,92,76,1,11,182
21239,A102,3,172,164,0,13,352
21239,B101,3,98,65,0,11,177
21239,B102,2,62,45,0,5,114
21239,B103,1,54,63,0,1,119
21239,C101,2,106,116,0,9,233
21239,C102,8,121,91,0,10,230
21239,D101,1,110,113,0,9,233
21239,D102,1,103,112,0,11,227
21239,E101,3,97,110,2,9,221
21239,E102,0,94,116,0,8,218
21239,F101,0,117,89,1,9,216
21239,F102,3,117,123,0,19,262
21239,G101,3,120,136,0,11,270
21239,G102,5,79,84,1,3,172
21239,G103,2,75,79,0,6,162
21239,H101,0,69,60,1,7,137
21239,H102,2,89,85,3,6,185
21239,H103,1,99,83,1,13,197
